id,Nathalie Arthaud,Nicolas Dupont-Aignan,Valérie Pecresse,Anne Hidalgo,Yannick Jadot,Eric Zemmour,Fabien Roussel,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou
452,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0
453,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
455,1.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0
458,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0
459,,,1.0,1.0,1.0,,,,,3.0,,
460,2.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
463,,,,2.0,3.0,,,,,2.0,1.0,
464,2.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0
465,,,,3.0,,2.0,,2.0,,,2.0,
466,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
467,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0
472,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
475,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0
476,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0
478,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0
479,2.0,,,,1.0,,1.0,,,,2.0,3.0
480,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0
482,,,,2.0,2.0,,1.0,,,,3.0,3.0
483,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
484,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
485,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0
488,,0.0,,1.0,2.0,0.0,1.0,,,0.0,3.0,3.0
496,1.0,0.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0
497,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0
499,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
502,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0
505,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0
509,2.0,,,1.0,2.0,,1.0,1.0,,,3.0,2.0
514,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
517,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
519,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
520,3.0,,,,1.0,,2.0,,,,3.0,3.0
522,,,,2.0,2.0,,1.0,1.0,,0.0,3.0,3.0
525,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0
527,2.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
534,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
540,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0
542,,,1.0,1.0,3.0,,,,,2.0,0.0,
543,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
544,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
546,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0
548,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
550,1.0,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0
554,0.0,,1.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
560,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
563,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
565,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0
572,,,,,1.0,,,,2.0,3.0,2.0,
574,1.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0
575,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0
577,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
578,1.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
580,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
582,,1.0,,,1.0,,3.0,1.0,,3.0,2.0,
591,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
592,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0
594,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0
598,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0
600,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0
601,,,,2.0,3.0,,,1.0,,,3.0,1.0
603,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
607,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
609,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,,1.0,2.0,,2.0,,,,,3.0,,
621,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0
624,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
625,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0
626,,,,3.0,2.0,,2.0,,,1.0,,
628,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0
631,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0
632,,,1.0,2.0,,,,,,1.0,3.0,
634,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,0.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0
641,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
642,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
645,,,,3.0,3.0,,,,,2.0,1.0,
646,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
647,1.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0
648,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0
649,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
656,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0
658,2.0,,,,1.0,0.0,1.0,,,,2.0,3.0
659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
661,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0
663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0
664,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,0.0
666,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
667,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0
668,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0
669,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0
670,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
671,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
673,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0
675,1.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
677,3.0,0.0,0.0,2.0,1.0,0.0,1.0,,0.0,0.0,2.0,3.0
678,,0.0,,1.0,3.0,,1.0,,,1.0,3.0,2.0
681,1.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
683,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
685,1.0,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,1.0,3.0,2.0
688,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
694,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0
697,0.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0
699,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0
702,0.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0
704,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
710,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0
721,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
723,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
731,,1.0,,,,1.0,,1.0,,,1.0,1.0
732,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0
735,1.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,3.0,2.0
744,2.0,1.0,1.0,2.0,3.0,,3.0,1.0,1.0,0.0,2.0,2.0
746,2.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,
747,1.0,0.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,1.0
748,,,,,1.0,,,,,,3.0,3.0
755,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
756,1.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0
761,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,
762,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0
763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
764,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0
766,,,,,3.0,,2.0,,,,3.0,2.0
769,,,,1.0,2.0,,,,,1.0,2.0,
774,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0
776,,,,3.0,2.0,,,1.0,,3.0,3.0,1.0
780,0.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,1.0
781,1.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0
782,,,,,1.0,,,,,0.0,2.0,
783,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0
784,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0
787,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0
789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
790,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0
791,1.0,0.0,,1.0,2.0,,1.0,1.0,,,3.0,3.0
796,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
797,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
799,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0
806,1.0,,,,3.0,,,,,,3.0,2.0
807,,,,2.0,3.0,,,,,1.0,3.0,
809,1.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0
813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
814,,,1.0,1.0,,,,,,3.0,1.0,
816,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0
