id,Nathalie Arthaud,Nicolas Dupont-Aignan,Valérie Pecresse,Anne Hidalgo,Yannick Jadot,Eric Zemmour,Fabien Roussel,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou
355,0,0,0,1,0,0,1,0,0,1,1,0
357,1,0,0,1,1,0,1,0,0,0,1,1
358,0,0,0,0,1,0,0,0,0,1,1,0
361,0,0,0,0,1,0,0,0,0,0,1,1
364,1,0,0,0,1,0,0,0,0,0,1,1
365,1,0,0,0,0,0,0,0,0,0,1,1
366,0,0,0,0,1,0,0,0,0,0,1,1
367,0,0,0,0,0,0,0,0,0,1,0,0
368,0,0,0,1,0,0,0,0,0,0,1,0
369,0,0,0,1,1,0,0,0,0,0,1,1
372,0,0,0,1,1,0,1,0,0,0,1,0
373,1,0,0,0,0,0,0,0,0,0,1,1
375,0,0,0,1,1,0,0,0,0,0,1,1
376,0,0,0,0,1,0,0,0,0,0,1,1
377,0,0,0,0,1,0,0,0,0,0,0,0
378,0,0,0,1,1,0,1,0,0,0,0,0
379,1,0,0,1,1,0,0,0,0,0,0,1
381,0,0,0,1,1,0,0,0,0,0,1,0
386,0,0,0,0,1,0,1,0,0,0,1,0
387,1,0,0,1,1,0,1,0,0,0,1,1
388,0,0,0,1,1,0,0,0,0,0,0,0
390,0,0,1,0,0,0,0,0,0,1,0,0
391,1,0,0,1,1,0,1,0,0,0,1,1
392,1,0,0,0,0,0,0,0,0,0,1,1
393,0,0,0,0,0,0,0,0,0,0,1,1
394,1,0,0,0,0,0,0,0,0,0,1,1
395,0,0,1,1,1,0,0,0,0,1,0,0
396,0,0,0,0,0,0,1,0,0,0,1,0
397,1,0,0,0,1,0,0,0,0,0,1,1
401,0,0,1,0,0,0,1,1,1,1,0,0
404,0,0,0,1,1,0,0,0,0,1,0,0
405,1,0,0,0,0,0,0,0,0,0,1,1
406,0,0,0,1,1,0,1,0,0,0,0,0
410,0,0,0,0,1,0,1,0,0,0,1,1
411,0,0,0,1,1,0,0,0,0,0,0,0
412,0,0,0,0,1,0,0,0,0,0,0,0
413,0,0,0,1,0,0,1,0,0,0,1,0
414,0,0,0,1,1,0,0,0,0,0,1,0
416,0,0,0,1,1,0,1,0,0,1,1,0
421,1,0,0,0,0,0,1,0,0,0,1,0
422,1,0,0,1,1,0,0,0,0,0,0,1
426,0,0,0,0,0,0,0,0,0,0,1,1
427,0,0,0,0,1,0,1,0,0,1,0,0
431,0,0,0,1,1,0,0,0,0,1,1,0
432,0,0,0,0,0,0,0,0,0,0,0,0
433,0,0,0,0,1,0,1,0,0,0,1,0
437,1,0,0,1,1,0,0,0,0,0,1,1
439,0,0,0,1,1,0,0,0,0,1,1,0
441,0,0,0,1,1,0,0,0,0,0,1,0
442,0,0,0,0,1,0,0,0,0,0,1,1
446,0,0,0,0,1,0,1,0,0,0,1,0
450,0,0,0,0,0,0,0,1,0,0,1,0
455,0,0,0,0,1,0,0,0,0,0,1,1
456,0,0,0,0,1,0,0,0,0,1,1,1
457,0,0,1,0,0,1,0,0,0,1,0,0
462,0,0,1,1,1,0,1,0,0,1,0,0
465,0,0,0,0,1,0,0,1,0,0,1,0
470,0,0,0,0,1,0,0,0,0,1,0,0
472,0,0,0,0,0,0,0,0,0,0,1,0
474,0,0,0,0,1,0,0,0,0,0,1,1
475,0,0,0,0,0,0,0,1,0,1,0,0
476,1,0,0,0,1,0,0,0,0,0,1,0
479,1,0,0,0,0,0,0,0,0,0,1,1
482,0,0,0,1,1,0,0,0,0,0,1,1
485,1,0,0,0,1,0,1,1,0,0,1,1
487,0,0,0,1,1,0,0,0,0,1,0,0
488,0,0,0,0,1,0,0,0,0,0,1,1
489,0,0,0,1,1,0,0,0,0,0,0,0
491,0,0,0,0,1,0,1,0,0,0,1,0
492,0,0,0,1,1,0,1,1,0,0,0,1
494,0,0,0,1,1,0,1,1,0,1,0,0
495,0,0,0,1,1,0,0,0,0,0,1,0
496,0,0,0,1,1,0,1,1,0,1,0,0
497,0,0,0,0,1,0,0,0,0,0,1,1
498,0,1,0,0,0,0,0,0,0,1,0,0
500,0,0,0,1,1,0,1,0,0,0,0,0
502,1,0,0,0,0,0,0,0,0,0,1,0
503,0,0,0,0,1,0,1,0,0,0,1,0
505,0,0,0,0,0,0,0,0,0,0,1,0
508,0,0,0,0,0,0,0,0,0,0,1,0
510,0,0,0,1,1,0,0,0,0,0,0,0
511,1,1,1,1,1,1,1,1,1,1,1,1
512,0,0,0,0,0,1,0,0,1,0,0,0
513,0,0,0,1,1,0,0,0,0,1,0,0
515,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,1,1
519,0,0,0,0,1,0,0,0,0,0,1,0
520,1,0,0,0,0,0,0,0,0,0,1,1
522,0,0,0,1,1,0,0,0,0,0,1,1
524,1,0,0,1,1,0,1,0,0,0,1,1
528,0,0,0,1,1,0,0,0,0,0,1,1
529,0,0,0,0,0,0,0,0,0,0,0,0
530,0,1,1,1,0,1,1,1,1,0,1,0
531,0,0,0,1,1,0,0,0,0,1,0,0
533,0,0,0,0,1,0,1,0,0,0,1,1
534,0,0,0,0,1,0,1,0,0,0,1,1
537,0,0,0,1,1,0,0,0,0,1,1,0
538,1,0,0,1,1,0,0,1,0,1,1,1
539,0,0,0,1,1,0,0,0,0,0,0,0
540,1,0,0,1,1,0,1,0,0,0,1,1
541,1,0,0,1,1,0,1,0,0,0,1,1
542,0,0,0,1,1,0,0,0,0,1,0,0
543,0,0,0,0,0,0,0,0,0,1,1,0
544,0,0,0,1,1,0,0,0,0,0,1,1
545,0,0,1,0,0,0,1,0,0,1,0,0
546,0,0,0,0,0,0,1,1,0,0,1,1
547,1,0,0,0,1,0,0,0,0,0,1,1
549,0,0,0,1,0,0,1,0,0,0,1,1
554,0,0,0,1,1,0,0,0,0,0,0,0
555,0,0,0,0,1,0,0,0,0,0,1,1
561,1,0,0,1,1,0,1,0,0,0,1,1
562,0,0,0,0,1,0,0,0,0,0,1,1
563,0,0,0,0,1,0,0,0,0,0,0,0
564,0,0,0,0,1,0,1,0,0,1,0,0
566,0,0,0,0,1,0,0,0,0,0,1,1
568,0,0,0,1,1,0,0,1,0,1,1,0
573,0,0,0,1,1,0,1,0,0,0,1,0
574,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,1,1
576,1,0,0,1,1,0,0,1,0,1,1,0
578,0,0,0,1,1,0,0,0,0,0,1,0
580,0,0,0,0,1,0,1,0,0,0,1,0
581,0,0,0,0,1,0,0,0,0,0,0,0
583,0,0,0,1,1,0,0,1,0,0,1,1
584,0,0,0,0,1,0,0,0,0,1,0,0
585,0,0,0,1,1,0,0,0,0,1,0,0
586,0,0,0,1,1,0,0,0,0,1,0,0
587,0,0,0,0,0,0,0,0,0,0,1,0
588,1,0,0,1,1,0,1,0,0,0,1,1
589,1,0,1,0,1,0,1,0,0,1,0,0
590,0,0,0,1,1,0,0,0,0,0,1,0
591,0,0,0,0,1,0,0,0,0,1,0,0
592,1,0,0,0,0,0,1,1,0,0,1,0
593,0,0,0,1,1,0,1,0,0,1,1,0
595,0,0,0,0,1,0,0,0,0,0,1,1
596,0,0,0,0,1,0,0,0,0,1,0,0
597,0,0,0,1,1,0,0,1,0,1,0,0
598,0,0,0,0,0,0,1,0,0,0,1,0
599,1,0,0,1,1,0,1,0,0,1,1,1
601,0,0,0,1,1,0,0,0,0,1,1,0
602,1,0,0,1,1,0,1,0,0,0,1,1
603,0,0,0,0,0,0,0,0,0,0,1,0
605,0,0,0,0,0,0,0,0,0,1,0,0
606,0,1,0,0,0,0,0,1,0,0,0,0
609,0,0,1,0,0,0,0,0,0,0,0,0
611,0,0,0,0,0,0,0,0,0,0,1,1
612,0,0,0,0,1,0,1,1,0,0,1,1
613,0,1,1,0,1,0,0,0,0,1,0,0
614,0,0,0,0,0,0,0,0,1,0,1,0
616,0,0,0,1,1,0,0,0,0,0,1,0
617,0,0,0,0,0,1,0,1,0,0,0,0
618,1,0,0,0,0,0,0,0,0,0,1,1
619,1,0,0,1,1,0,1,0,0,0,1,1
622,0,0,0,0,1,0,1,0,0,0,1,1
623,1,0,0,0,1,0,1,0,0,0,1,1
629,0,0,0,1,1,0,0,0,0,1,0,0
630,0,0,0,0,0,0,0,0,0,0,1,0
631,0,0,0,0,1,0,0,0,0,1,0,0
633,0,0,0,0,1,0,0,0,0,1,0,0
634,0,0,0,1,1,0,0,0,0,0,0,0
635,0,0,0,1,0,0,1,0,0,0,1,0
637,0,0,0,0,0,0,0,1,0,0,1,1
638,0,0,0,1,1,0,1,0,0,0,1,0
640,0,0,0,1,1,0,1,1,0,1,0,0
642,0,0,0,1,1,0,0,0,0,0,1,0
645,0,0,0,1,1,0,0,0,0,1,0,0
651,0,0,0,1,0,0,1,0,0,0,0,0
652,1,1,1,1,1,1,1,1,1,1,1,1
653,0,0,0,1,1,0,0,0,0,1,0,0
654,0,0,0,0,0,0,0,0,0,1,0,0
657,0,0,0,0,1,0,0,0,0,0,1,0
658,1,0,0,0,0,0,0,0,0,0,1,1
660,0,0,0,0,1,0,0,0,0,1,0,0
663,0,0,0,0,1,0,0,1,0,0,1,1
668,0,0,0,1,0,0,0,0,0,1,0,0
676,0,0,0,0,1,0,1,0,0,0,1,0
678,0,0,0,0,1,0,0,0,0,0,1,0
679,0,0,0,0,0,0,0,0,0,0,1,1
680,0,1,0,0,0,0,0,1,1,0,0,0
682,0,0,0,0,1,0,0,0,0,0,1,1
683,0,1,0,1,0,0,0,0,0,0,1,0
686,0,0,0,1,1,0,0,0,0,0,1,0
688,0,0,0,0,1,0,0,0,0,0,1,0
690,0,0,0,0,1,0,0,0,0,0,1,1
692,0,0,0,0,1,0,0,0,0,0,1,0
693,1,0,0,1,1,0,1,0,0,0,1,1
694,0,0,0,1,1,0,0,0,0,0,1,0
696,0,0,0,0,1,0,1,0,0,0,1,1
697,0,0,0,0,1,0,0,0,0,0,1,0
698,0,0,0,0,0,0,1,0,0,0,1,0
700,0,0,0,1,1,0,0,0,0,0,1,1
701,0,0,0,0,0,0,0,0,0,0,1,0
702,0,0,0,0,1,0,0,1,0,0,0,0
703,1,0,0,1,0,0,1,0,0,0,1,1
706,0,0,0,0,1,0,1,0,0,0,1,0
707,0,0,0,0,1,0,1,0,0,0,0,1
708,0,0,0,0,1,0,0,0,0,0,1,1
709,0,0,0,0,1,0,0,0,0,0,1,1
712,0,0,0,1,1,0,1,0,0,0,1,1
713,0,0,0,0,1,0,0,0,0,0,1,0
715,0,0,0,0,1,0,0,0,0,0,1,1
717,0,1,0,0,0,1,1,0,1,0,1,0
718,0,0,0,0,0,0,0,0,0,0,1,1
719,0,0,0,1,1,0,0,0,0,0,1,0
720,0,0,1,0,1,0,0,1,0,1,0,0
723,0,0,0,0,1,0,0,0,0,0,1,0
726,0,0,0,1,1,0,0,0,1,0,1,0
728,0,0,0,1,1,0,1,0,0,1,1,1
729,0,0,1,0,1,0,0,0,0,1,0,0
730,1,0,0,0,0,0,0,0,0,0,1,1
733,1,0,0,0,1,0,0,0,0,0,1,1
734,0,0,0,1,1,0,0,0,0,0,1,1
735,0,0,0,0,1,0,0,0,0,0,1,1
736,1,0,0,1,1,0,0,0,0,0,1,1
737,0,0,0,1,1,0,1,0,0,1,1,0
741,0,0,0,1,0,0,0,0,0,1,1,0
742,1,0,0,1,1,0,1,0,0,1,1,0
744,0,0,0,0,1,0,1,0,0,0,1,0
747,0,0,0,1,1,0,1,1,0,1,1,0
749,0,0,0,1,1,0,0,0,0,1,1,0
750,0,0,0,0,0,0,0,0,0,0,0,1
751,0,0,0,0,1,0,0,0,0,0,1,0
752,0,0,0,0,0,0,0,0,0,0,1,1
753,0,0,0,0,0,0,0,0,0,0,1,0
754,0,0,0,0,1,0,0,0,0,0,1,0
756,0,0,0,0,0,0,1,0,0,0,1,0
759,0,0,0,1,1,0,1,0,0,1,1,1
760,1,0,0,0,0,0,0,0,0,0,1,1
761,0,0,0,0,0,0,0,1,0,1,1,0
762,0,0,0,0,0,0,1,0,0,0,1,0
765,0,0,0,0,1,0,0,1,0,0,1,1
769,0,0,0,0,1,0,0,0,0,0,1,0
770,0,0,0,0,0,0,0,0,0,0,1,0
771,1,0,0,0,1,0,1,1,0,0,1,1
772,0,0,0,1,1,0,0,0,0,0,1,0
773,0,0,0,0,1,0,0,0,0,0,1,0
775,0,0,0,0,1,0,0,0,0,1,1,0
777,0,0,1,0,1,0,0,0,0,1,1,0
778,0,0,0,1,0,0,1,1,0,1,0,0
780,0,0,0,1,0,0,0,1,0,1,0,0
781,1,0,0,0,1,0,1,1,0,0,1,1
783,1,1,1,1,1,1,1,1,1,1,1,1
784,1,0,0,0,1,0,0,0,0,0,1,1
